post_id,data_publicacao,texto,toxicity_score
PA000072,2022-12-29 02:42:02,Aula incrivel sobre estatistica aplicada hoje.,0.0463
PA000073,2022-12-29 03:44:35,"Sol lindo hoje, cafe na varanda foi otimo.",0.0894
PA000074,2022-12-29 03:54:27,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0102
PA000075,2022-12-29 04:08:32,Grupo de estudos foi muito produtivo hoje.,0.0845
PA000076,2022-12-29 05:23:25,"Museu da cidade muito interessante, aprendi bastante.",0.0852
PA000077,2022-12-29 05:40:05,"Home office com cafe fresquinho do lado, otimo.",0.0871
PA000078,2022-12-29 05:45:44,Semana intensa mas muito satisfatoria no trabalho.,0.0206
PA000079,2022-12-29 06:21:34,"Filme otimo ontem, fui ao cinema com a familia.",0.0727
PA000080,2022-12-29 06:41:13,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.1015
PA000081,2022-12-29 08:21:47,"Estrada livre, cheguei no trabalho rapido hoje.",0.011
PA000082,2022-12-29 08:25:00,"Sol lindo hoje, cafe na varanda foi otimo.",0.0876
PA000083,2022-12-29 09:25:55,"Volei com os amigos, muita risada e diversao.",0.0713
PA000084,2022-12-29 09:44:15,Atualizacao deixou o sistema muito mais rapido.,0.0849
PA000085,2022-12-29 12:27:52,"Reencontrei um amigo antigo por acaso, que alegria.",0.0209
PA000086,2022-12-29 13:29:12,Podcast sobre tecnologia muito interessante.,0.1607
PA000087,2022-12-29 14:46:50,"Livro excelente sobre ciencia de dados, recomendo muito.",0.0808
PA000088,2022-12-29 16:28:48,"Maratonei a temporada completa, valeu cada minuto.",0.22
PA000089,2022-12-29 17:26:46,"Preco de tudo subindo e salario parado, e muita coisa.",0.179
PA000090,2022-12-29 18:05:34,"Corri 5km de manha, semana otima de treino.",0.1102
PA000091,2022-12-29 18:44:58,Tarde produtiva organizando e limpando a casa.,0.0808
PA000092,2022-12-29 19:04:47,"Reencontrei um amigo antigo por acaso, que alegria.",0.1522
PA000093,2022-12-29 23:05:44,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.1694
PA000094,2022-12-29 23:42:41,"Acai gelado essa tarde, refrescante demais.",0.0795
PA000095,2022-12-29 23:59:54,"Natacao de manha, melhor inicio de dia possivel.",0.0
PA000096,2022-12-30 00:02:26,"Churrasco com a familia no final de semana, delicioso.",0.1153
PA000097,2022-12-30 00:30:22,"Teatro incrivel ontem, peca muito bem dirigida.",0.0
PA000098,2022-12-30 00:39:11,Grupo de estudos foi muito produtivo hoje.,0.0697
PA000099,2022-12-30 05:15:17,Que tarde relaxante lendo na rede.,0.0769
PA000100,2022-12-30 05:16:40,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.1269
PA000101,2022-12-30 05:30:38,"Livro excelente sobre ciencia de dados, recomendo muito.",0.051
PA000102,2022-12-30 05:39:02,"Maratonei a temporada completa, valeu cada minuto.",0.0796
PA000103,2022-12-30 06:34:57,Que manha fresca e agradavel para uma caminhada.,0.0589
PA000104,2022-12-30 06:39:43,"Multa de transito injusta, vou recorrer.",0.4294
PA000105,2022-12-30 07:32:44,Que tarde relaxante lendo na rede.,0.128
PA000106,2022-12-30 07:46:06,"Academia hoje, treino puxado mas valeu muito.",0.0212
PA000107,2022-12-30 07:48:57,Feira de artesanato gostosa de passear.,0.1467
PA000108,2022-12-30 09:42:24,"Internet caindo toda hora, impossivel trabalhar assim.",0.0953
PA000109,2022-12-30 10:17:01,"Domingo em familia, melhor dia da semana.",0.0685
PA000110,2022-12-30 10:38:29,Brigadeiro de panela saiu incrivel hoje.,0.1511
PA000111,2022-12-30 10:48:04,"Natacao de manha, melhor inicio de dia possivel.",0.0451
PA000112,2022-12-30 12:30:54,"Viagem de fim de semana para cidade historica, valeu.",0.0088
PA000113,2022-12-30 13:53:20,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.1471
PA000114,2022-12-30 16:23:53,Atualizacao deixou o sistema muito mais rapido.,0.1646
PA000115,2022-12-30 16:43:36,Aula incrivel sobre estatistica aplicada hoje.,0.0992
PA000116,2022-12-30 16:43:51,"Filme otimo ontem, fui ao cinema com a familia.",0.0676
PA000117,2022-12-30 17:26:02,"Metro bem tranquilo essa manha, cheguei bem.",0.0593
PA000118,2022-12-30 17:28:50,"Churrasco com a familia no final de semana, delicioso.",0.1142
PA000119,2022-12-30 18:11:17,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.0752
PA000120,2022-12-30 18:27:49,"Configurei o home office com setup novo, otimo.",0.1305
PA000121,2022-12-30 20:30:43,"Viagem de fim de semana para cidade historica, valeu.",0.1208
PA000122,2022-12-30 20:51:00,Que tarde relaxante lendo na rede.,0.1188
PA000123,2022-12-30 21:42:56,"Churrasco com a familia no final de semana, delicioso.",0.0643
PA000124,2022-12-30 21:47:28,"Apresentacao correu muito bem, todos gostaram.",0.1424
PA000125,2022-12-30 21:50:31,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.1335
PA000126,2022-12-30 23:19:57,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0469
PA000127,2022-12-31 00:36:50,"Viagem de fim de semana para cidade historica, valeu.",0.0576
PA000128,2022-12-31 03:15:22,"Churrasco com a familia no final de semana, delicioso.",0.0343
PA000129,2022-12-31 03:42:15,Jantar simples mas gostoso com a familia.,0.142
PA000130,2022-12-31 04:07:16,"Passeio no interior no fim de semana, natureza linda.",0.0633
PA000131,2022-12-31 04:43:31,"Estudando para a prova de amanha, bem concentrado.",0.0518
PA000132,2022-12-31 04:44:36,Terminei o trabalho da faculdade com antecedencia.,0.0415
PA000133,2022-12-31 04:56:43,"Testei IA para ajudar com codigo, funcionou bem.",0.0389
PA000134,2022-12-31 05:31:00,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0327
PA000135,2022-12-31 08:38:37,Atualizacao deixou o sistema muito mais rapido.,0.1656
PA000136,2022-12-31 08:47:32,"Praia tranquila, sol perfeito, descanso total.",0.1573
PA000137,2022-12-31 09:05:01,"Yoga pela manha, comecei o dia muito bem.",0.13
PA000138,2022-12-31 09:15:10,Show ao vivo incrivel no fim de semana.,0.1343
PA000139,2022-12-31 09:16:24,Pedalada de tarde com vista incrivel do parque.,0.0
PA000140,2022-12-31 09:43:00,Jogo novo me viciou de um jeito bom.,0.1468
PA000141,2022-12-31 09:43:08,"Natacao de manha, melhor inicio de dia possivel.",0.149
PA000142,2022-12-31 10:24:49,"Churrasco com a familia no final de semana, delicioso.",0.0538
PA000143,2022-12-31 10:38:10,"Estrada livre, cheguei no trabalho rapido hoje.",0.0683
PA000144,2022-12-31 10:53:43,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.0819
PA000145,2022-12-31 11:39:41,Nao aguento mais reclamacao sem solucao pratica.,0.5605
PA000146,2022-12-31 12:37:49,Feira de artesanato gostosa de passear.,0.0996
PA000147,2022-12-31 14:11:19,Aula incrivel sobre estatistica aplicada hoje.,0.0783
PA000148,2022-12-31 15:33:05,"Apresentacao correu muito bem, todos gostaram.",0.1027
PA000149,2022-12-31 16:09:07,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.121
PA000150,2022-12-31 17:02:29,"Estrada livre, cheguei no trabalho rapido hoje.",0.0759
PA000151,2022-12-31 20:16:59,"Estudando para a prova de amanha, bem concentrado.",0.0739
PA000152,2022-12-31 20:51:47,"Que bagunca, nada funcionando direito.",0.2345
PA000153,2022-12-31 20:59:21,"Estudando para a prova de amanha, bem concentrado.",0.0755
PA000154,2022-12-31 21:06:27,"Notebook novo chegou, que desempenho incrivel.",0.0464
PA000155,2022-12-31 21:16:45,Tarde produtiva organizando e limpando a casa.,0.0229
PA000156,2022-12-31 21:19:27,Jantar simples mas gostoso com a familia.,0.0388
PA000157,2022-12-31 21:26:56,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0885
PA000158,2022-12-31 22:17:17,"Padaria da esquina lancou sabor novo, recomendo.",0.0428
PA000159,2022-12-31 22:54:46,Que tarde relaxante lendo na rede.,0.0336
PA000160,2023-01-01 01:33:55,"Meu time ganhou hoje, que jogo bonito foi.",0.0227
PA000161,2023-01-01 01:42:17,"Meditacao de manha, comecando o dia muito bem.",0.1463
PA000162,2023-01-01 02:11:30,"Biblioteca da universidade, ambiente otimo para estudar.",0.062
PA000163,2023-01-01 03:48:36,"Natacao de manha, melhor inicio de dia possivel.",0.0412
PA000164,2023-01-01 04:23:51,"Biblioteca da universidade, ambiente otimo para estudar.",0.067
PA000165,2023-01-01 05:08:43,"Teatro incrivel ontem, peca muito bem dirigida.",0.157
PA000166,2023-01-01 05:21:46,Pedalada de tarde com vista incrivel do parque.,0.1748
PA000167,2023-01-01 05:44:53,Aplicativo de carona funcionou perfeitamente.,0.1307
PA000168,2023-01-01 05:59:59,Aplicativo de carona funcionou perfeitamente.,0.1497
PA000169,2023-01-01 06:31:59,"Filme otimo ontem, fui ao cinema com a familia.",0.0802
PA000170,2023-01-01 06:57:55,"Acai gelado essa tarde, refrescante demais.",0.166
PA000171,2023-01-01 07:00:20,"Servico publico uma vergonha, esperei horas na fila.",0.3368
PA000172,2023-01-01 07:23:58,"Museu da cidade muito interessante, aprendi bastante.",0.1091
PA000173,2023-01-01 07:33:35,"Configurei o home office com setup novo, otimo.",0.1261
PA000174,2023-01-01 08:46:48,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0761
PA000175,2023-01-01 09:11:59,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.1507
PA000176,2023-01-01 09:28:00,"Estudando para a prova de amanha, bem concentrado.",0.0622
PA000177,2023-01-01 09:31:06,Leitura no jardim com tempo agradavel.,0.0634
PA000178,2023-01-01 10:21:13,"Meditacao de manha, comecando o dia muito bem.",0.1508
PA000179,2023-01-01 11:00:13,"Aprendi receita nova no youtube, ficou otimo.",0.0
PA000180,2023-01-01 11:53:06,"Fui num restaurante novo, a pizza estava espetacular.",0.0927
PA000181,2023-01-01 14:49:36,"Metro bem tranquilo essa manha, cheguei bem.",0.0373
PA000182,2023-01-01 18:29:43,"Museu da cidade muito interessante, aprendi bastante.",0.109
PA000183,2023-01-01 19:01:40,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.024
PA000184,2023-01-01 20:30:38,"Configurei o home office com setup novo, otimo.",0.1191
PA000185,2023-01-01 22:20:21,Tudo caro e qualidade cada vez pior.,0.6695
PA000186,2023-01-01 22:25:34,"Corri 5km de manha, semana otima de treino.",0.0799
PA000187,2023-01-01 22:30:08,"Apresentacao correu muito bem, todos gostaram.",0.0523
PA000188,2023-01-01 23:01:47,"Configurei o home office com setup novo, otimo.",0.1355
PA000189,2023-01-01 23:43:21,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0716
PA000190,2023-01-02 00:41:25,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0379
PA000191,2023-01-02 01:39:19,Atualizacao deixou o sistema muito mais rapido.,0.0825
PA000192,2023-01-02 05:15:18,"Configurei o home office com setup novo, otimo.",0.1173
PA000193,2023-01-02 06:36:30,"Natacao de manha, melhor inicio de dia possivel.",0.0725
PA000194,2023-01-02 07:18:39,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.0321
PA000195,2023-01-02 07:33:53,"Notebook novo chegou, que desempenho incrivel.",0.0728
PA000196,2023-01-02 09:33:25,"Estrada livre, cheguei no trabalho rapido hoje.",0.1903
PA000197,2023-01-02 09:34:07,"Notebook novo chegou, que desempenho incrivel.",0.1711
PA000198,2023-01-02 09:47:20,Terminei o trabalho da faculdade com antecedencia.,0.1507
PA000199,2023-01-02 11:15:20,"Pipoca e serie boa na sexta, programa perfeito.",0.0894
PA000200,2023-01-02 11:31:06,Caminhada ate a estacao foi otima hoje.,0.0207
PA000201,2023-01-02 12:44:34,"Volei com os amigos, muita risada e diversao.",0.1176
PA000202,2023-01-02 12:59:15,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.121
PA000203,2023-01-02 13:26:05,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.1246
PA000204,2023-01-02 15:19:59,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.1452
PA000205,2023-01-02 15:25:18,"Meditacao de manha, comecando o dia muito bem.",0.0452
PA000206,2023-01-02 15:40:31,Feira de artesanato gostosa de passear.,0.0778
PA000207,2023-01-02 15:52:49,Nao acredito mais nessa politica que nao resolve.,0.7709
PA000208,2023-01-02 18:26:47,"Academia hoje, treino puxado mas valeu muito.",0.1016
PA000209,2023-01-02 20:15:15,Brigadeiro de panela saiu incrivel hoje.,0.0148
PA000210,2023-01-02 23:06:33,"Fui num restaurante novo, a pizza estava espetacular.",0.0928
PA000211,2023-01-02 23:24:24,"Natacao de manha, melhor inicio de dia possivel.",0.0831
PA000212,2023-01-03 01:25:33,"Passeio com o cachorro no parque, ele adorou.",0.1913
PA000213,2023-01-03 01:33:09,"Biblioteca da universidade, ambiente otimo para estudar.",0.0829
PA000214,2023-01-03 03:19:10,App de produtividade novo que encontrei e otimo.,0.0888
PA000215,2023-01-03 03:33:34,"Estrada livre, cheguei no trabalho rapido hoje.",0.1295
PA000216,2023-01-03 05:27:05,"Notebook novo chegou, que desempenho incrivel.",0.0976
PA000217,2023-01-03 05:43:27,"Pausa pro cafe com os colegas, bate-papo otimo.",0.09
PA000218,2023-01-03 07:09:19,"Serie nova incrivel, amei o primeiro episodio.",0.0172
PA000219,2023-01-03 07:28:00,Brigadeiro de panela saiu incrivel hoje.,0.1211
PA000220,2023-01-03 08:02:31,"Estudando para a prova de amanha, bem concentrado.",0.0197
PA000221,2023-01-03 08:25:51,"Meditacao de manha, comecando o dia muito bem.",0.0569
PA000222,2023-01-03 11:37:15,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0578
PA000223,2023-01-03 12:10:03,"Onibus chegou no horario hoje, que surpresa agradavel.",0.0185
PA000224,2023-01-03 13:41:21,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1115
PA000225,2023-01-03 13:48:24,"Yoga pela manha, comecei o dia muito bem.",0.0
PA000226,2023-01-03 14:38:11,Jantar simples mas gostoso com a familia.,0.075
PA000227,2023-01-03 15:05:41,"Musica nova do meu artista favorito, de outro nivel.",0.0
PA000228,2023-01-03 16:07:51,"Notebook novo chegou, que desempenho incrivel.",0.0901
PA000229,2023-01-03 17:52:26,"Churrasco com a familia no final de semana, delicioso.",0.139
PA000230,2023-01-03 20:18:00,Aula incrivel sobre estatistica aplicada hoje.,0.0868
PA000231,2023-01-03 20:56:00,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.17
PA000232,2023-01-03 21:27:37,App de produtividade novo que encontrei e otimo.,0.1731
PA000233,2023-01-03 21:28:52,Mais um acidente por causa de imprudencia no transito.,0.3499
PA000234,2023-01-03 21:32:12,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0644
PA000235,2023-01-03 22:29:13,"Filme otimo ontem, fui ao cinema com a familia.",0.03
PA000236,2023-01-04 00:38:06,"Reencontrei um amigo antigo por acaso, que alegria.",0.0733
PA000237,2023-01-04 02:00:30,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0339
PA000238,2023-01-04 02:52:23,"Livro excelente sobre ciencia de dados, recomendo muito.",0.0
PA000239,2023-01-04 03:19:39,"Notebook novo chegou, que desempenho incrivel.",0.1206
PA000240,2023-01-04 03:51:54,App de produtividade novo que encontrei e otimo.,0.0407
PA000241,2023-01-04 05:16:19,Semana intensa mas muito satisfatoria no trabalho.,0.0074
PA000242,2023-01-04 05:54:24,Aula incrivel sobre estatistica aplicada hoje.,0.0338
PA000243,2023-01-04 06:09:16,Tarde produtiva organizando e limpando a casa.,0.0849
PA000244,2023-01-04 06:37:49,"Passei na certificacao, muito feliz com o resultado.",0.0932
PA000245,2023-01-04 07:46:37,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0983
PA000246,2023-01-04 08:08:40,"Meditacao de manha, comecando o dia muito bem.",0.1595
PA000247,2023-01-04 08:23:46,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0452
PA000248,2023-01-04 08:28:35,"Acai gelado essa tarde, refrescante demais.",0.0518
PA000249,2023-01-04 09:31:17,"Aprendi receita nova no youtube, ficou otimo.",0.1571
PA000250,2023-01-04 09:37:52,"Home office com cafe fresquinho do lado, otimo.",0.0
PA000251,2023-01-04 12:14:58,Aplicativo de carona funcionou perfeitamente.,0.0915
PA000252,2023-01-04 12:27:03,Tarde produtiva organizando e limpando a casa.,0.0482
PA000253,2023-01-04 12:41:45,Tarde produtiva organizando e limpando a casa.,0.0709
PA000254,2023-01-04 12:44:03,"Passeio com o cachorro no parque, ele adorou.",0.1204
PA000255,2023-01-04 13:00:33,Finalmente entendi aquele conceito que me travava.,0.0171
PA000256,2023-01-04 15:08:37,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0671
PA000257,2023-01-04 17:25:56,Brigadeiro de panela saiu incrivel hoje.,0.0552
PA000258,2023-01-04 18:55:31,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0935
PA000259,2023-01-04 19:18:25,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0471
PA000260,2023-01-04 20:56:56,"Churrasco com a familia no final de semana, delicioso.",0.0704
PA000261,2023-01-04 22:37:26,"Fui de bike hoje, que exercicio agradavel de manha.",0.0295
PA000262,2023-01-04 23:45:06,"Academia hoje, treino puxado mas valeu muito.",0.0
PA000263,2023-01-05 00:02:30,"Corri 5km de manha, semana otima de treino.",0.1919
PA000264,2023-01-05 00:04:44,"Praia tranquila, sol perfeito, descanso total.",0.0343
PA000265,2023-01-05 00:17:57,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0543
PA000266,2023-01-05 00:43:08,"Tarefa dificil concluida com sucesso, que satisfacao.",0.0726
PA000267,2023-01-05 02:43:49,Leitura no jardim com tempo agradavel.,0.0974
PA000268,2023-01-05 02:47:25,"Acai gelado essa tarde, refrescante demais.",0.1388
PA000269,2023-01-05 04:14:02,"Sol lindo hoje, cafe na varanda foi otimo.",0.1125
PA000270,2023-01-05 04:56:57,"Novo celular chegou, a camera e impressionante.",0.1018
PA000271,2023-01-05 05:17:07,"Aprendi receita nova no youtube, ficou otimo.",0.0596
PA000272,2023-01-05 05:18:31,"Teatro incrivel ontem, peca muito bem dirigida.",0.0
PA000273,2023-01-05 05:30:00,"Maratonei a temporada completa, valeu cada minuto.",0.1328
PA000274,2023-01-05 06:04:51,Podcast sobre tecnologia muito interessante.,0.0883
PA000275,2023-01-05 06:09:45,Grupo de estudos foi muito produtivo hoje.,0.0434
PA000276,2023-01-05 09:04:13,"Teatro incrivel ontem, peca muito bem dirigida.",0.0655
PA000277,2023-01-05 09:17:31,"Churrasco com a familia no final de semana, delicioso.",0.0663
PA000278,2023-01-05 10:08:52,"Passeio com o cachorro no parque, ele adorou.",0.1494
PA000279,2023-01-05 14:12:12,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.097
PA000280,2023-01-05 14:16:31,"Padaria da esquina lancou sabor novo, recomendo.",0.0885
PA000281,2023-01-05 14:48:52,"Vizinho fazendo barulho ate tarde da noite, falta de respeito.",0.6137
PA000282,2023-01-05 15:01:15,"Padaria da esquina lancou sabor novo, recomendo.",0.2014
PA000283,2023-01-05 15:30:16,"Museu da cidade muito interessante, aprendi bastante.",0.096
PA000284,2023-01-05 15:34:43,"Volei com os amigos, muita risada e diversao.",0.0994
PA000285,2023-01-05 18:55:12,"Corri 5km de manha, semana otima de treino.",0.077
PA000286,2023-01-05 19:54:35,"Maratonei a temporada completa, valeu cada minuto.",0.0232
PA000287,2023-01-05 20:26:58,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.1433
PA000288,2023-01-05 20:47:57,"Plantei temperos na sacada, que satisfacao.",0.0769
PA000289,2023-01-05 22:01:50,Terminei o trabalho da faculdade com antecedencia.,0.0908
PA000290,2023-01-05 22:15:43,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0444
PA000291,2023-01-06 00:47:56,Que manha fresca e agradavel para uma caminhada.,0.0514
PA000292,2023-01-06 00:53:24,"Meditacao de manha, comecando o dia muito bem.",0.0893
PA000293,2023-01-06 01:01:02,"Padaria da esquina lancou sabor novo, recomendo.",0.0719
PA000294,2023-01-06 01:06:29,Tarde produtiva organizando e limpando a casa.,0.1347
PA000295,2023-01-06 01:19:10,"Metro bem tranquilo essa manha, cheguei bem.",0.08
PA000296,2023-01-06 03:04:18,"Meu time ganhou hoje, que jogo bonito foi.",0.0527
PA000297,2023-01-06 03:12:29,"Corri 5km de manha, semana otima de treino.",0.1362
PA000298,2023-01-06 04:58:57,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1224
PA000299,2023-01-06 05:36:17,"Filme otimo ontem, fui ao cinema com a familia.",0.0055
PA000300,2023-01-06 07:07:42,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0447
PA000301,2023-01-06 08:04:17,App de produtividade novo que encontrei e otimo.,0.1194
PA000302,2023-01-06 08:13:12,"Filme otimo ontem, fui ao cinema com a familia.",0.1128
PA000303,2023-01-06 10:21:14,"Museu da cidade muito interessante, aprendi bastante.",0.1317
PA000304,2023-01-06 10:36:07,Feira de artesanato gostosa de passear.,0.1448
